feature,activation_frequency
446,0.0003832886286545545
447,0.0003832886286545545
448,0.001149865798652172
449,0.0003832886286545545
450,0.00019164431432727724
451,0.00019164431432727724
452,0.0
453,0.0
454,0.033346109092235565
455,0.000766577257309109
456,0.003066309029236436
457,0.0
458,0.0003832886286545545
459,0.00019164431432727724
460,0.000574932899326086
461,0.0
462,0.000574932899326086
463,0.000766577257309109
464,0.0
465,0.0
466,0.05979302525520325
467,0.001341510214842856
468,0.004599463194608688
469,0.0
470,0.000766577257309109
471,0.001533154514618218
472,0.07052510231733322
473,0.00019164431432727724
474,0.00019164431432727724
475,0.0
476,0.000574932899326086
477,0.00019164431432727724
478,0.00019164431432727724
479,0.0
480,0.000766577257309109
481,0.012456879951059818
482,0.0003832886286545545
483,0.0003832886286545545
484,0.00019164431432727724
485,0.0003832886286545545
486,0.000958221557084471
487,0.0
488,0.0
489,0.009965503588318825
490,0.000574932899326086
491,0.0
492,0.00019164431432727724
493,0.0
494,0.000574932899326086
495,0.0
496,0.0
497,0.0
498,0.005174396093934774
499,0.000574932899326086
500,0.0003832886286545545
501,0.0
502,0.000766577257309109
503,0.0
504,0.0
505,0.0003832886286545545
506,0.0
507,0.014564967714250088
508,0.0
509,0.0
510,0.0
511,0.06420084089040756
512,0.0
513,0.0003832886286545545
514,0.0003832886286545545
515,0.0003832886286545545
516,0.00019164431432727724
517,0.0
518,0.004407818894833326
519,0.001149865798652172
520,0.0
521,0.00172479881439358
522,0.0
523,0.0
524,0.0
525,0.0003832886286545545
526,0.0
527,0.0
528,0.0003832886286545545
529,0.0003832886286545545
530,0.0
531,0.0
532,0.0
533,0.000574932899326086
534,0.0
535,0.001341510214842856
536,0.0003832886286545545
537,0.000574932899326086
538,0.0
539,0.0
540,0.0
541,0.004599463194608688
542,0.000766577257309109
543,0.0003832886286545545
544,0.0
545,0.000574932899326086
546,0.017247987911105156
547,0.0
548,0.0
549,0.0
550,0.000574932899326086
551,0.00019164431432727724
552,0.00019164431432727724
553,0.00019164431432727724
554,0.00019164431432727724
555,0.0
556,0.00019164431432727724
557,0.1270601749420166
558,0.0003832886286545545
559,0.0
560,0.0
561,0.028363358229398727
562,0.0
563,0.001916443114168942
564,0.00019164431432727724
565,0.000958221557084471
566,0.0
567,0.0003832886286545545
568,0.0774243026971817
569,0.07090839743614197
570,0.0003832886286545545
571,0.0003832886286545545
572,0.0
573,0.00019164431432727724
574,0.00019164431432727724
575,0.0
576,0.001916443114168942
577,0.0003832886286545545
578,0.00019164431432727724
579,0.08853966742753983
580,0.00019164431432727724
581,0.0095822149887681
582,0.001149865798652172
583,0.0
584,0.0
585,0.002299731597304344
586,0.03487926349043846
587,0.0
588,0.029129935428500175
589,0.002108087297528982
590,0.00689919525757432
591,0.0
592,0.00019164431432727724
593,0.0
594,0.1067458763718605
595,0.0
596,0.000958221557084471
597,0.0
598,0.0003832886286545545
599,0.0
600,0.000574932899326086
601,0.000766577257309109
602,0.0
603,0.0
604,0.00019164431432727724
605,0.0003832886286545545
606,0.0
607,0.00019164431432727724
608,0.00172479881439358
609,0.00019164431432727724
610,0.00019164431432727724
611,0.0
612,0.000574932899326086
613,0.0
614,0.013223457150161266
615,0.0
616,0.00019164431432727724
617,0.029129935428500175
618,0.001341510214842856
619,0.0
620,0.001149865798652172
621,0.000574932899326086
622,0.001533154514618218
623,0.008049060590565205
624,0.0003832886286545545
625,0.0
626,0.00019164431432727724
627,0.0
628,0.0
629,0.05730164796113968
630,0.0003832886286545545
631,0.001149865798652172
632,0.0003832886286545545
633,0.001916443114168942
634,0.007474128156900406
635,0.00019164431432727724
636,0.0
637,0.0003832886286545545
638,0.001341510214842856
639,0.000766577257309109
640,0.00019164431432727724
641,0.0
642,0.0985051766037941
643,0.000766577257309109
644,0.005174396093934774
645,0.0
646,0.00019164431432727724
647,0.00019164431432727724
648,0.0
649,0.0
650,0.000766577257309109
651,0.0
652,0.0
653,0.0
654,0.00019164431432727724
655,0.00019164431432727724
656,0.0003832886286545545
657,0.0
658,0.00019164431432727724
659,0.000766577257309109
660,0.0003832886286545545
661,0.000766577257309109
662,0.00019164431432727724
663,0.00172479881439358
664,0.00019164431432727724
665,0.0
666,0.000574932899326086
667,0.0
668,0.0
669,0.001533154514618218
670,0.000574932899326086
671,0.0003832886286545545
672,0.000958221557084471
673,0.00019164431432727724
674,0.0
