basis_id,is_operational_kept,max_user_weight,rank,sign,feature_id,alignment,cosine_alignment,mean_abs_activation,activation_frequency,mean_abs_contribution
1,1,1.0,0,positive,2260,104.37617492675781,0.12331169843673706,0.8268778324127197,0.7238405346870422,86.30634307861328
1,1,1.0,1,positive,4017,16.75409507751465,0.01979363150894642,1.9327313899993896,0.5093905925750732,32.38116455078125
1,1,1.0,2,positive,14665,11.259429931640625,0.013302099891006947,2.4935708045959473,0.9532387852668762,28.07618522644043
1,1,1.0,3,positive,3034,13.994894027709961,0.016533827409148216,1.9960211515426636,0.9302414655685425,27.934104919433594
1,1,1.0,4,positive,5802,15.49726676940918,0.018308792263269424,1.2910199165344238,0.8257953524589539,20.007280349731445
1,1,1.0,5,positive,7909,14.724111557006836,0.01739533245563507,1.2207328081130981,0.5193560719490051,17.974206924438477
1,1,1.0,6,positive,14550,6.978185176849365,0.008244151249527931,2.3827693462371826,0.9193177223205566,16.627405166625977
1,1,1.0,7,positive,3065,18.742061614990234,0.02214229665696621,0.887001097202301,0.7397470474243164,16.624229431152344
1,1,1.0,8,positive,5422,8.541336059570312,0.010090886615216732,1.8780075311660767,0.9296665191650391,16.040693283081055
1,1,1.0,9,positive,14525,8.951496124267578,0.01057545468211174,1.7266929149627686,0.8815638422966003,15.4564847946167
1,1,1.0,10,positive,7546,5.310044765472412,0.006273349281400442,2.540210485458374,0.9494059085845947,13.488631248474121
1,1,1.0,11,positive,6881,7.509305000305176,0.008871680125594139,1.7117338180541992,0.8752395510673523,12.853931427001953
1,1,1.0,12,positive,15375,9.96995735168457,0.011778684332966805,1.2712128162384033,0.7602529525756836,12.673937797546387
1,1,1.0,13,positive,387,7.296773433685303,0.008620536886155605,1.7332069873809814,0.5728248357772827,12.646819114685059
1,1,1.0,14,positive,1027,10.495636940002441,0.012399704195559025,1.1888507604599,0.8901877999305725,12.47774600982666
1,1,1.0,15,positive,5138,16.029909133911133,0.01893802545964718,0.7374635934829712,0.5534687638282776,11.821474075317383
1,1,1.0,16,positive,8542,7.926782608032227,0.00936485081911087,1.463138461112976,0.8924875259399414,11.597980499267578
1,1,1.0,17,positive,4168,14.117877960205078,0.0166790708899498,0.7925502061843872,0.7324645519256592,11.189126968383789
1,1,1.0,18,positive,4366,13.138500213623047,0.015522027388215065,0.7978999614715576,0.6232272982597351,10.483208656311035
1,1,1.0,19,positive,7818,14.903605461120605,0.01760738529264927,0.696956992149353,0.7395553588867188,10.387171745300293
1,1,1.0,20,positive,9222,21.510665893554688,0.025413060560822487,0.450920432806015,0.48696818947792053,9.69959831237793
1,1,1.0,21,positive,2687,11.435564994812012,0.013510184362530708,0.8093263506889343,0.683020293712616,9.255104064941406
1,1,1.0,22,positive,12368,6.819007873535156,0.008056100457906723,1.3316537141799927,0.727290153503418,9.080556869506836
1,1,1.0,23,positive,995,22.329788208007812,0.026380782946944237,0.40120792388916016,0.5538520216941833,8.958888053894043
1,1,1.0,24,positive,160,13.788433074951172,0.016289912164211273,0.6343713998794556,0.5981218814849854,8.746987342834473
1,1,1.0,25,positive,3638,7.367979526519775,0.008704643696546555,1.0698692798614502,0.8095055818557739,7.882774829864502
1,1,1.0,26,positive,12793,19.56167984008789,0.023110555484890938,0.3727973401546478,0.4518972933292389,7.292541980743408
1,1,1.0,27,positive,8577,12.0718412399292,0.01426189485937357,0.5650776028633118,0.4722115695476532,6.821527004241943
1,1,1.0,28,positive,1733,28.688764572143555,0.0338934101164341,0.23735611140727997,0.3524338901042938,6.80945348739624
1,1,1.0,29,positive,6675,8.275444984436035,0.00977677758783102,0.812118649482727,0.47087007761001587,6.720643043518066
1,1,1.0,30,positive,3259,18.159223556518555,0.02145363949239254,0.3606801927089691,0.42506706714630127,6.5496721267700195
