split,dict_size,k,n_embeddings,gini_all,gini_live,live_features,dead_features,dead_feature_rate,top_1pct_activation_mass,top_5pct_activation_mass,top_10pct_activation_mass,effective_n_features,max_activation_frequency,median_activation_frequency_live,active_per_example_mean,active_per_example_median,active_per_example_p10,active_per_example_p90,active_per_example_min,active_per_example_max,train_live,train_dead_rate,val_live,val_dead_rate,test_live,test_dead_rate,mean_basis_score_pearson,min_basis_score_pearson,mean_pair_score_pearson,explained_variance,mse,lore_accuracy_drop
test,16384,256,5218,0.9411181023360602,0.909568709099551,10668,5716,0.348876953125,0.41010564299988045,0.8557147443683777,0.9475118079638776,665.5523708413609,0.9555385112762451,0.000766577257309109,255.98486328125,256.0,256.0,256.0,230.0,256.0,16285,0.00604248046875,10621,0.35174560546875,10668,0.348876953125,0.9541807174682617,0.9537595510482788,0.9151798486709595,0.9924089908599854,0.03839616850018501,-0.008620738983154297
